Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.09,1892,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.12,2120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.03,2194,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.06,1955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.09,2161,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.12,1852,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.03,2039,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.06,2001,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.09,2515,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.12,1959,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.03,2422,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.06,2818,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.09,2038,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.12,1478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.03,1959,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.06,2103,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.09,1576,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.12,1290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.03,1615,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.06,1432,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.09,1990,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.12,1626,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2024.03,1754,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2024.06,2321,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2024.09,2314,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.03,249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.06,298,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.09,279,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.12,293,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.03,280,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.06,306,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.09,292,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.12,294,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.03,277,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.06,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.09,305,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.12,307,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.03,287,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.06,320,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.09,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.12,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.03,290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.06,324,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.09,344,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.12,295,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.03,303,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.06,337,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.09,315,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.12,312,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.03,308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.06,352,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.09,341,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.12,354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.03,361,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.06,400,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.09,423,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.12,446,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.03,429,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.06,484,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.09,464,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.12,472,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.03,435,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.06,451,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.09,440,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.12,440,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.03,394,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.06,325,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.09,468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.12,470,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.03,478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.06,501,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.09,451,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.12,498,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.03,464,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.06,460,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.09,484,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.12,461,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.03,447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.06,487,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.09,486,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.12,489,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2024.03,440,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2024.06,480,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2024.09,468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2010.03,1781,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2010.06,1780,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2010.09,1771,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2010.12,1769,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2011.03,1785,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2011.06,1767,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2011.09,1782,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2011.12,1751,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2012.03,1744,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2012.06,1769,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2012.09,1746,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2012.12,1758,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2013.03,1755,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2013.06,1693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2013.09,1778,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2013.12,1760,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2014.03,1740,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2014.06,1778,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2014.09,1791,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2014.12,1812,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2015.03,1849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2015.06,1851,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2015.09,1877,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2015.12,1899,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2016.03,1908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2016.06,1886,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2016.09,1956,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2016.12,1933,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2017.03,1982,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2017.06,2012,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2017.09,1988,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2017.12,2001,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.03,1983,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.06,1987,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.09,1970,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2018.12,1976,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.03,1982,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.06,1985,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.09,1975,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2019.12,1976,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.03,1962,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.06,1334,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.09,1977,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2020.12,2054,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.03,1997,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.06,2082,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.09,1678,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2021.12,1798,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.03,1811,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.06,1858,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.09,1899,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2022.12,1875,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.03,1877,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.06,1944,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.09,1811,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2023.12,1880,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.03,1885,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.06,1854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Households (transport),Carbon dioxide equivalents,2024.09,1875,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.03,145,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.06,156,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.09,154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2010.12,143,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.03,199,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.06,137,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH2,Households (heating/cooling),Carbon dioxide equivalents,2011.09,145,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
